Genre	English	Pronunciation	Burmese
Basic Communication	how	be-lou	ဘယ္လို
Basic Communication	which days	be-nei	ဘယ္ေန႔
Basic Communication	who, whose	be-tu/ be-t(d)u	ဘယ္သူ / ဘယ္သူ႔
Basic Communication	just , only	be,pe	ဘဲ
Basic Communication	beside	bei-hma	ေဘးမွာ
Basic Communication	side	bet	ဘက္
Basic Communication	library	bi-da-ga-tai	ဝိဋကတ္တိုက္
Basic Communication	on, over , above	bo-hma,po-hma	ေပၚမွာ
Basic Communication	1st lieutenant	bou	ဗိုလ္
Basic Communication	worth (ten dollars worth )	bou (ta-she-bou)	ဘိုး (တဆယ္ဘိုး)
Basic Communication	Wednesday	bou-da-hu-nei	ဗုဒၶဟူးေန႔
Basic Communication	major	bou-hmu	ဗိုလ္မွ ူး
Basic Communication	colonel	bou-hmu-ji	ဗိုလ္မႉးႀကီး
Basic Communication	captain	bou-ji	ဗိုလ္ႀကီး
Basic Communication	to , for (to speak ; for speaking )	bou(pyo-bou)	ဘို႔(ေျပာဘို႔)
Basic Communication	for (for him )	bou(t(d)u-bou)	ဘို႔ (သူ႔ဘို႔)
Basic Communication	have--ever (have you ever eaten )	bu,phu (sa-bu-t(d)a-la)	ဘူး (စားဘူးသလား)
Basic Communication	window	bya-din-bau	ျပတင္းေပါက္
Basic Communication	let me , may I	bya-zei	ပါရေစ
Basic Communication	to hear	ca /kya (de)	ၾကား (တယ္)
Basic Communication	Kyat (Burmese money)	ca ^	က်ပ္
Basic Communication	to take long , to be long (time)	ca-de	ကာတယ္
Basic Communication	for a long time	ca-ja	ျကာျကာ
Basic Communication	Thursday	ca-t(d)a-ba-dei-nei	ၾကာသပေတး ေန႔
Basic Communication	to like	cait-te	ျကိုက္တယ္
Basic Communication	floor	can-byin	ၾကမ္းျပင္
Basic Communication	school	caun	ေက်ာင္း
Basic Communication	school teacher (masculine)	caun sha-ya	ေက်ာင္းဆရာ
Basic Communication	student (masculine)	caun-t(d)a	ေက်ာင္းသား
Basic Communication	loudly	ce-je	က်ယ္က်ယ္
Basic Communication	please	cei-zu-pyu-pi	ေက်းဇူးျပဳျပီး
Basic Communication	thank you	cei-zu-tin-ba-de	ေက်းဇူးတင္ပါတယ္
Basic Communication	six	chau	ေျခာက္
Basic Communication	six shooter	chau-loun-byu	ေျခာက္လံုးျပဴး
Basic Communication	sixty	chau-she'	ေျခာက္ဆယ္
Basic Communication	classifier	chaun	ေခ်ာင္း
Basic Communication	check (money )	chet-let-hmat	ခ်က္လက္မွတ္
Basic Communication	leg	chi-dau	ေျခေထာက္
Basic Communication	sock	chi-ei	ေျခအိတ္
Basic Communication	to look	ci-de	ျကည့္တယ္
Basic Communication	Army language school	ci-ta ba-t(d)a-za-ga t(d)in caun	ၾကည္းတပ္ဘာသာစကားသင္ေက်ာင္း
Basic Communication	ahead of time , in advance	cou-tin	ကိုတင္
Basic Communication	to try, strive	cou-za-de	ျကိုးစားတယ္
Basic Communication	we (masculine)	cun-do-dou	ကြၽန္ေတာ္တို႔
Basic Communication	I (masculine)	cun-do'	ကြၽန္ေတာ္
Basic Communication	my,me,mine (masculine)	cun-do`	ကြၽန္ေတာ့္
Basic Communication	I (female)	cun-ma	က်ြန္မ
Basic Communication	this	da	ဒါ
Basic Communication	verb affix (change a verb to a noun)	da , tha	#NAME?
Basic Communication	That is all	da-ba-be	ဒါပါဘဲ
Basic Communication	one week, one cycle	da-bat	တပတ္
Basic Communication	but,however	da-bei-me	ဒါေပမဲ့
Basic Communication	bridge	da-daa	တံတား
Basic Communication	one dollar	da-do-la-dan	တေဒၚလာတန္
Basic Communication	a one dollar bill	da-do-la-dan ta-ywet	တေဒၚလာတန္စကၠဴတရႊက္
Basic Communication	door	da-ga	တံခါး
Basic Communication	then only	da-hma	ဒါမွ
Basic Communication	dagger	da-hmyaun	ဓားေျမႇာင္
Basic Communication	that's why	da-jaun	ဒါေျကာင့္
Basic Communication	flashlight battery	da-khe	ဓာတ္ခဲ
Basic Communication	this much , like this , so much	da-laut	ဒါေလာက္
Basic Communication	electric light	da-mi	ဓာတ္မီး
Basic Communication	then , if that's so	da-phyin	ဒါျဖင့္
Basic Communication	photograph	da-poun	ဓာတ္ပံု
Basic Communication	phonograph record	da-pya	ဓာတ္ျပား
Basic Communication	phonograph	da-se	ဓာတ္စက္
Basic Communication	postage stamp	da-zei-gaun	တံဆိပ္ေခါင္း
Basic Communication	knife	daa	ဓား
Basic Communication	to know how , in the habit of	dat-te	တတ္တယ္
Basic Communication	verb affix (statement)	de	တယ္
Basic Communication	when	de-a-kha	တဲ့အခါ
Basic Communication	just,only	de-be, the-be	တည္းဘဲ
Basic Communication	into	de-gou , the-gou	ထဲကို
Basic Communication	in	de-hma	ထဲမွာ
Basic Communication	plural noun affix	dei	ေတြ
Basic Communication	this	di	ဒီ
Basic Communication	here (to)	di-gou	ဒီကို
Basic Communication	here (at)	di-hma	ဒီမွာ
Basic Communication	is that so ?	di-lou-la	ဒီလိုလား
Basic Communication	today	di-nei	ဒီေန႔
Basic Communication	about to	do-me, to-me	ေတာ့မယ္
Basic Communication	plural affix for personal pronouns in colloquial speech	dou	တို႔
Basic Communication	while	doun (nei-doun)	တံုး (ေနတံုး)
Basic Communication	Don't bother	dout-kha-ma-sa-ba-ne	ဒုကၡမရွာပါနဲ႔
Basic Communication	2nd lieutnenant	du-bou	ဒုဗိုလ္
Basic Communication	lieutenant colonel	du-bou-hmu-ji	ဒုဗိုလ္မႉးႀကီး
Basic Communication	that (the thing with or close to second person )	e-da	အဲဒါ
Basic Communication	guest	e-t(d)e	ဧည့္သည္
Basic Communication	to be cold	e^I (de)	ေအး(တယ္)
Basic Communication	pocket, bag	ei (ate)	အိတ္
Basic Communication	to sleep	ei (te)	အိပ္(တယ္)
Basic Communication	bedroom	ei-khan	အိပ္ခန္း
Basic Communication	house	ein	အိမ္
Basic Communication	compass	ein-hmyaun	အိမ္ေျမႇာင္
Basic Communication	from	ga	က
Basic Communication	belt	ga-ba	ခါးပတ္
Basic Communication	to play	ga-za(de)	ကစား (တယ္)
Basic Communication	head	gaun	ေခါင္း
Basic Communication	to comb the hair	gaun phi(de)	ေခါင္းၿဖီး (တယ္)
Basic Communication	verb affix (it implies that the action expressed by the verb is followed by going away	ge,khe	ခဲ့
Basic Communication	verb affix (past tense)	ge,khe	ခဲ့
Basic Communication	what about , how about	go	ေကာ
Basic Communication	to	gou	ကို
Basic Communication	opportunity , chance , privilege	gwin, khwin	ခြင့္
Basic Communication	to be beautiful , pretty	hla-de	လွတယ္
Basic Communication	spear	hlan	လွံ
Basic Communication	bayonet	hlan-zu	လွံစြတ္
Basic Communication	cart	hle	လွည္း
Basic Communication	boat	hlei	ေလွ
Basic Communication	saw	hlwa	လႊ
Basic Communication	at	hma	မွာ
Basic Communication	to order something (food, etc.)	hma-de	မွာတယ္
Basic Communication	has, have	hma…si(de)	မွာ---႐ွိ(တယ္)
Basic Communication	notebook	hmat-su sa-ou	မွတ္စုစာအုပ္
Basic Communication	ink bottle	hmin-ou	မွင္အိုး
Basic Communication	tower	hmyo-zin	ေျမႇာ္စင္
Basic Communication	two o'clock	hna na-yi	ႏွစ္နာရီ
Basic Communication	younger sister of the male	hna-ma	ႏွမ
Basic Communication	twenty	hna-she	ႏွစ္ဆယ္
Basic Communication	slowly	hnei-hnei	ေႏွးေႏွး
Basic Communication	year	hni	ႏွစ္
Basic Communication	two	hni or hna	ႏွစ္
Basic Communication	fog , mist	hnin	နွင္း
Basic Communication	to cut (hair)	hnyat-te	ညွပ္တယ္
Basic Communication	that (adj.)	hou	ဟို
Basic Communication	that (over there) , things away from both the persons speaking	hou-ha	ဟိုဟာ
Basic Communication	there at	hou-hma	ဟိုမွာ
Basic Communication	yes, it's so	hout-pa-de	ဟုတ္ပါတယ္
Basic Communication	That's right , All right.	hout-pi	ဟုတ္ျပီ
Basic Communication	Is that so? Is it so ?	hout-t(d)a-la	ဟုတ္သလား
Basic Communication	verb affix (plural)	ja	ၾက
Basic Communication	let us	ja-zou	ျကစို႔
Basic Communication	kyat (burmese money)	jat	က်ပ္
Basic Communication	Indian	ka-la	ကုလား
Basic Communication	chair	ka-la-thain	ကုလားထိုင္
Basic Communication	pen	ka-laun-dan	ကေလာင္တံ
Basic Communication	to dance	ka(de)	က(တယ္)
Basic Communication	card	kat-pya	ကပ္ျပား
Basic Communication	All right .	kaun-ba-bi	ေကာင္းပါျပီ
Basic Communication	to be good	kaun-de	ေကာင္းတယ္
Basic Communication	well	kaun-gaun	ေကာင္းေကာင္း
Basic Communication	well (adv)	kaun-gaun	ေကာင္းေကာင္း
Basic Communication	Well	ke	ကဲ
Basic Communication	cake	keit-moun	ကိတ္မုန္႔
Basic Communication	business, matter	keit-sa	ကိစၥ
Basic Communication	It does not matter	keit-sa-ma-si-ba-bu	ကိစၥမရွိပါဘူး
Basic Communication	a moment , awhile	kha-na	ခဏ
Basic Communication	fork	kha-yin	ခက္ရင္း
Basic Communication	to ask or to order someone to do something	khai-de	ခိုင္းတယ္
Basic Communication	The bell has rung	khaun-=laun-thou-bi	ေခါင္းေလာင္းထိုးျပီ
Basic Communication	bell	khaun-laun	ေခါင္းေလာင္း
Basic Communication	pencil	khe-dan	ခဲတံ
Basic Communication	verb affix (It implied that the action expressed by the verb is going away .)	khe,ge	ခဲ့
Basic Communication	verb affix (past tense)	khe,ge	ခဲ့
Basic Communication	to be difficult	khet-te	ခက္တယ္
Basic Communication	you (masculine)	khin-bya	ခင္ဗ်ား
Basic Communication	you (plural)	khin-bya-dou	ခင္ဗ်ားတို႔
Basic Communication	you, your (masculine )	khin-bya`	ခင္ဗ်ာ့
Basic Communication	to call	kho-de	ေခၚတယ္
Basic Communication	opportunity , privilege, chance	khwin, gwin	ခြင့္
Basic Communication	to stand guard	kin saun (de)	ကင္းေစာင့္(တယ္)
Basic Communication	what about , how about	ko	ေကာ
Basic Communication	coat	kout-in -ji	ကုပ္အက်ႌ
Basic Communication	to help	ku-nyi-de	ကူညီတယ္
Basic Communication	month	la	လ
Basic Communication	to come and visit	la-le-de	လာလည္တယ္
Basic Communication	coming month	la-me la	လာမည့္လ
Basic Communication	tea (liquid )	la-phet-yei	လၻက္ရည္
Basic Communication	to come and meet	la-twei-de	လာေတြ႔တယ္
Basic Communication	monthly dues, subscription	la-zin-jei	လစဥ္ေျကး
Basic Communication	to come	la(de)	လာ(တယ္)
Basic Communication	interrogative affix	laa	လား
Basic Communication	will take (someone to a place)	lait-pou-me	လိုက္ပို႔မယ္
Basic Communication	to follow , to accompany , come or go along	lait-te	လိုက္တယ္
Basic Communication	road, street	lan	လမ္း
Basic Communication	to walk	lan saut (te)	လမ္းေလ်ွာက္(တယ္)
Basic Communication	about (quantity )	laut	ေလာက္
Basic Communication	also	le	လည္း
Basic Communication	interrogative affix	le	လဲ
Basic Communication	to change	le-de	လဲတယ္
Basic Communication	farmer	le-t(d)a-ma	လယ္သမား
Basic Communication	necktie	le-zi	လည္စည္း
Basic Communication	to be windy	lei than(de)	ေလထန္(တယ္)
Basic Communication	to practice	lei-cin-de	ေလ့က်င့္တယ္
Basic Communication	airplane	lei-yin-byan	ေလယာဥ္ပ်ံ
Basic Communication	airport	lei-zeit	ေလဆိပ္
Basic Communication	will , will probably	lein-me	လိမ့္မယ္
Basic Communication	address	leit-sa	လိပ္စာ
Basic Communication	address card	leit-sa kat-pya	လိပ္စာကပ္ျပား
Basic Communication	hand, arm	let	လက္
Basic Communication	classifier	let	လက္
Basic Communication	flashlight	let-hnei-dat-mi	လက္ႏွိပ္ဓာတ္မီး
Basic Communication	typewriter	let-hnei-set	လက္ႏွိပ္စက္
Basic Communication	handkerchief	let-khain-bwa	လက္ကိုင္ပဝါ
Basic Communication	to accept	let-khan-de	လက္ခံတယ္
Basic Communication	grenade (hand )	let-pyit-boun	လက္ပစ္ဗံုး
Basic Communication	carpenter	let-t(d)a-ma	လက္သမား
Basic Communication	napkin	let-t(d)out-pa-wa	လက္သုတ္ပဝါ
Basic Communication	assistant	let-thaut	လက္ေထာက္
Basic Communication	that (conj.)	lo`u	လို႔
Basic Communication	beacause	lo`u	လို႔
Basic Communication	to want	lou-jin-de	လိုခ်င္တယ္
Basic Communication	like as	lou,lou-be	လိုဘဲ
Basic Communication	classifier for furniture : also for all round and spherical, globular and oval objects	loun	လံုး
Basic Communication	to do , to work	lout (te)	လုပ္တယ္
Basic Communication	Bachelor Officers	lu-byou a-ya-si-	လူပ်ိဳအရာရွိ
Basic Communication	nationality, race	lu-myou	လူမ်ိဳး
Basic Communication	last month	lun-ge-de la	လြန္ခဲ့တဲ့ လ
Basic Communication	to be easy	lwe-de	လြယ္တယ္
Basic Communication	before (before drinking )	ma--khin (ma-t(d)aut-khin)	မ--ခင္
Basic Communication	no, it's not so	ma-hout-pa-bu	မဟုတ္ပါဘူး
Basic Communication	more than , not only	ma-ka-bu	မကဘူး
Basic Communication	interrogative affix (future)	ma-la	မလား
Basic Communication	going to	ma-lou	မလို႔
Basic Communication	yesterday	ma-nei-ga	မေန႔က
Basic Communication	morning	ma-net	မနက္
Basic Communication	tomorrow	ma-net-phyan	မနက္ျဖန္
Basic Communication	morning meal	ma-net-sa	မနက္စာ
Basic Communication	I don't smoke, I don't drink. (not in th habit or addicted to smoking or drinking etc.)	ma-t(d)aut-tat-pa-bu	မေသာက္တတ္ပါဘူး
Basic Communication	mile	main	မိုင္
Basic Communication	the month (March )	mat-la	မတ္လ
Basic Communication	upright	mat-mat	မတ္မတ္
Basic Communication	to stand	mat-tat-yat(te)	မတ္တတ္ရပ္(တယ္)
Basic Communication	younger brother of the female	maun	ေမာင္
Basic Communication	brother and sister	maun-hna-ma	ေမာင္ႏွစ္မ
Basic Communication	shall, will (verb affix-future)	me	မည္
Basic Communication	that will-- (the day (that) you will come )	me (la-me-nei)	မဲ့
Basic Communication	to ask , to question	mei	ေမး
Basic Communication	to forget	mei-de	ေမ့တယ္
Basic Communication	question	mei-gun	ေမးခြန္း
Basic Communication	to ask question, to question	mei-gun mei(de)	ေမးခြန္း ေမး(တယ္)
Basic Communication	to answer question	mei-gun phyei(de)	ေမးခြန္း ေျဖ(တယ္)
Basic Communication	girl	mein-kha-lei	မိန္းခေလး
Basic Communication	woman, wife	mein-ma	မိန္းမ
Basic Communication	to introduce one person to another	meit-shet-pei-de	မိတ္ဆက္ေပးတယ္
Basic Communication	friend	meit-shwei	မိတ္ေဆြ
Basic Communication	magazine	met-ga-zin	မဂၢဇင္း
Basic Communication	parent	mi-ba	မိဘ
Basic Communication	matches	mi-jit	မီးျခစ္
Basic Communication	train (railways)	mi-ya-tha	မီးရထား
Basic Communication	railway station	mi-ya-tha-youn	မီးရထား ရံု
Basic Communication	automobile	mo-to-ka	ေမာ္ေတာ္ကား
Basic Communication	garage	mo-to-ka-youn	ေမာ္ေတာ္ကား ရံု
Basic Communication	to rain	mou ywa (de)	မိုးရြာတယ္
Basic Communication	to be cloudy, to be overcast	mou-oun(de)	မိုးအံု႔(တယ္)
Basic Communication	afternoon	mun-lwe	မြန္းလြဲ
Basic Communication	Quarters	mya gei-ha	မ်ားေဂဟာ
Basic Communication	too much	mya-lun-de	မ်ားလြန္းတယ္
Basic Communication	fast , quickly	myan-myan	ျမန္ျမန္
Basic Communication	map	myei-boun	ေျမပံု
Basic Communication	chalk	myei-byu	ေျမျဖဴ
Basic Communication	blackboard eraser	myei-byu-byet	ေျမျဖဴဖ်က္
Basic Communication	face	myet-hna	မ်က္ႏွာ
Basic Communication	to wash the face	myet-hna t(d)it (te)	မ်က္ႏွာသစ္ (တယ္)
Basic Communication	eye	myet-si	မ်က္စိ
Basic Communication	to see	myin (de)	ျမင္တယ္
Basic Communication	river	myit	ျမစ္
Basic Communication	town	myou	ၿမိဳ႕
Basic Communication	to understand	na le (de)	နားလည္ (တယ္)
Basic Communication	to listen	na thaun (de)	နားေထာင္(တယ္)
Basic Communication	near	na-hma	နားမွာ
Basic Communication	nose	na-khaun	ႏွာေခါင္း
Basic Communication	watch, clock	na-yi	နာရီ
Basic Communication	ear	na-ywe	နားရြက္
Basic Communication	can ,may	nain-de	နုိင္တယ္
Basic Communication	number	nan-ba	နံပါတ္
Basic Communication	number card	nan-bat kat-pya	နံပတ္ကတ္ျပား
Basic Communication	name	nan-me	နာမည္
Basic Communication	later	naut	ေနာက္
Basic Communication	behind	naut hma	ေနာက္မွာ
Basic Communication	to be late	naut-ca-de	ေနာက္က်တယ္
Basic Communication	again , more	naut-that	ေနာက္ထပ္
Basic Communication	with, by	ne	နဲ႔
Basic Communication	don't (don't go )	ne (ma-t(d)wa-ne)	နဲ႔
Basic Communication	a little	ne-ne	နည္းနည္း
Basic Communication	verb affix (continuous tense)	ne'i	ေန
Basic Communication	and	ne`	ႏွင့္
Basic Communication	day	nei	ေန႔
Basic Communication	to be sunny	nei t(d)a (de)	ေနသာ(တယ္)
Basic Communication	the middle of the day	nei-le	ေန႔လယ္
Basic Communication	to be sunny	nei-pu-de	ေနပူတယ္
Basic Communication	place	nei-ya	ေနရာ
Basic Communication	sunlight , sunshine	nei-yaun	ေနေရာင္
Basic Communication	to stay , to live	nei(de)	ေန(တယ္)
Basic Communication	five	nga	ငါး
Basic Communication	money ,sliver	ngwei	ေငြ
Basic Communication	milk	nou	နုိ႔
Basic Communication	to wake up	nou(de)	ႏိုး(တယ္)
Basic Communication	night	nya	ည
Basic Communication	right	nya	ညာ
Basic Communication	right side	nya-bet	ညာဘက္
Basic Communication	evening , the latter part of the afternoon	nya-nei	ညေန
Basic Communication	night meal , dinner	nya-za	ညစာ
Basic Communication	younger brother of the male.	nyi	ညီ
Basic Communication	brothers	nyi-a-kou	ညီအစ္ကို
Basic Communication	sisters	nyi-a-ma	ညီအစ္မ
Basic Communication	brothers and sisters	nyi-akou maun-hna-ma	ညီအစ္ကို ေမာင္ႏွမ
Basic Communication	younger sister	nyi-ma	ညီမ
Basic Communication	hat	ou-thout	ဦးထုပ္
Basic Communication	yet (in prohibitve sentences)	oun (as in; ne oun )	ဦး
Basic Communication	polite particle	pa	ပါ
Basic Communication	to be with, included , to have with	pa-de	ပါတယ္
Basic Communication	bottle	pa-lin	ပုလင္း
Basic Communication	apple	pan-t(d)i	ပန္းသီး
Basic Communication	bread	paun-moun	ေပါင္မုန္႔
Basic Communication	toast	paun-moun mi-gin	ေပါင္မုန္႔မီးကင္
Basic Communication	only, just	pe	ဘဲ
Basic Communication	to do for the other person	pei (as in : meit-shet-pei)	ေပး
Basic Communication	ruler (foot rule)	pei-dan	ေပတံ
Basic Communication	to give	pei(de)	ေပး(တယ္)
Basic Communication	to close	peit(te)	ပိတ္(တယ္)
Basic Communication	to put on shoes	pha-nat si(de)	ဘိနပ္စီး(တယ္)
Basic Communication	glass (tumbler)	phan-gwet	ဖန္ခြက္
Basic Communication	light bulb	phan-t(d)i	ဖန္သီး
Basic Communication	the month of February	phei-pha-wa-yi-la	ေဖေဖာ္ဝါရီလ
Basic Communication	side	phet	ဘက္
Basic Communication	to comb	phi (de)	ၿဖီး(တယ္)
Basic Communication	worth (one dollar worth )	phou (da-jat-phou)	ဘိုး (တက်ပ္ဘိုး)
Basic Communication	for (for the morning )	phou (ma-net-phou)	ဘို႔ (မနက္ဘို႔)
Basic Communication	to,for (to drink ; for drinking )	phou (t(d)aut-phou)	ဘို႔ (ေသာက္ဘို႔)
Basic Communication	have--ever (have you ever been)	phu, bu (yaut-phu t(d)a-la)	ဘူး
Basic Communication	to open	phwin (de)	ဖြင့္(တယ္)
Basic Communication	slowly	phyei-byei	ေျဖးေျဖး
Basic Communication	to destroy	phyet(te)	ဖ်က္(တယ္)
Basic Communication	It's possible	phyit-nain-de	ျဖစ္နုိင္တယ္
Basic Communication	after, then	pi-do	ျပီးေတာ
Basic Communication	sea	pin-le	ပင္လယ္
Basic Communication	on , over , above	po-hma	ေပၚမွာ
Basic Communication	more,better (comparative deg.)	pou	ပို
Basic Communication	to be hot	pu (de)	ပူ(တယ္)
Basic Communication	to return	pyan (de)	ျပန္(တယ္)
Basic Communication	information office	pyan-ca-yei youn	ျပန္ၾကားေရး ရံုး
Basic Communication	to move	pyaun (de)	ေျပာင္း(တယ္)
Basic Communication	to run	pyei (de)	ေျပး(တယ္)
Basic Communication	cash receipt	pyei-za-phyat-pain	ေျပစာျဖတ္ပိုင္း
Basic Communication	calendar	pyet-ga-dein	ျပကၡဒိန္
Basic Communication	French	pyin -t(d)it	ျပင္သစ္
Basic Communication	to repair	pyin (de)	ျပင္(တယ္)
Basic Communication	letter, writing	sa	စာ
Basic Communication	to study	sa cet(te)	စာက်က္(တယ္)
Basic Communication	to copy (write)	sa ku-yei (de)	စာကူးေရး(တယ္)
Basic Communication	to read	sa phat(te)	စာဖတ္(တယ္)
Basic Communication	to teach	sa t(d)in-pei (de)	စာသင္ေပး(တယ္)
Basic Communication	to learn	sa t(d)in-you(de)	စာသင္ယူ(တယ္)
Basic Communication	to write	sa yei (de)	စာေရး(တယ္)
Basic Communication	post office	sa-dait	စာတိုက္
Basic Communication	envelop	sa-eit	စာအိတ္
Basic Communication	Saturday	sa-ne'i-ne`i	စေနေန႔
Basic Communication	Book	sa-ou	စာအုပ္
Basic Communication	classroom	sa-t(d)in-gan	စာသင္ခန္း
Basic Communication	clerk	sa-yei	စာေရး
Basic Communication	if compared	sa-yin	စာရင္
Basic Communication	list , account	sa-yin	စာရင္း
Basic Communication	sheet of paper	sa-ywet	စာရြက္
Basic Communication	to eat	sa(de)	စား(တယ္)
Basic Communication	shirt	sat-in-ji	႐ွပ္အက်ႌ
Basic Communication	to wait	saun-de	ေစာင့္တယ္
Basic Communication	in front	sei-hma	ေ႐ွ႕မွာ
Basic Communication	Don't be angry, Pardon me . Excuse me	seit-ma-si-ba-ne	စိတ္မရွိပါနဲ႔
Basic Communication	bicycle	set-bein	စက္ဘီး
Basic Communication	bill	set-ku	စကၠဴ
Basic Communication	paper	set-ku	စက္ကူ
Basic Communication	machine gun	set-t(d)a-nat	စက္ေသနတ္
Basic Communication	to be angry	sha-de	ဆာတယ္
Basic Communication	lady teacher	sha-ya-ma	ဆရာမ
Basic Communication	doctor	sha-ya-wun	ဆရာဝန္
Basic Communication	shop, store	shain	ဆိုင္
Basic Communication	to dock, moor ,stop	shait (te)	ဆိုက္(တယ္)
Basic Communication	drug store	shei zain	ေဆးဆိုင္
Basic Communication	cigar	shei-byin-lei	ေဆးျပင္းလိပ္
Basic Communication	pipe	shei-dan	ေဆးတံ
Basic Communication	ash tray	shei-leit-khwet	ေဆးလိပ္ခြက္
Basic Communication	your (used by women )	shin	ရွင့္
Basic Communication	to be over , to end (class, school, office)	shin (de)	ဆင္း(တယ္)
Basic Communication	to sing	shou (de)	ဆို(တယ္)
Basic Communication	thing or person called --	shou-da	ဆိုတာ
Basic Communication	to be bad	shou-de	ဆိုးတယ္
Basic Communication	relative	shwei-myou	ေဆြမ်ိဳး
Basic Communication	you (used by women )	sin	ရွင္
Basic Communication	to inspect , examine	sit (te)	စစ္(တယ္)
Basic Communication	army	sit tat	စစ္တပ္
Basic Communication	army office	sit-bou	စစ္ဗိုလ္
Basic Communication	to inspect , examine	sit-shei (de)	စစ္ေဆး(တယ္)
Basic Communication	soldier	sit-t(d)a	စစ္သား
Basic Communication	military attache	sit-t(d)an	စစ္သံ
Basic Communication	military barrack	sit-tan-ya	စစ္တန္းလ်ား
Basic Communication	detective	soun-daut	စံုေထာက္
Basic Communication	scenery	su-hmyo-gin	ရႈေျမာ္ခင္း
Basic Communication	son	t(d)a	သား
Basic Communication	the day after tomorrow	t(d)a-bet-kha	သဘက္ခါ
Basic Communication	to sing	t(d)a-chin shou (de)	သီခ်င္းဆို(တယ္)
Basic Communication	news reporter	t(d)a-di-daut	သတင္းေထာက္
Basic Communication	to report	t(d)a-din-pou (de)	သတင္းပို႔(တယ္)
Basic Communication	newspaper	t(d)a-din-za	သတင္းစာ
Basic Communication	midnight	t(d)a-gaun	သန္းေခါင္
Basic Communication	interrogative affix	t(d)a-la	သလား
Basic Communication	interrogative affix	t(d)a-le	သလဲ
Basic Communication	daughter	t(d)a-mi	သမီး
Basic Communication	gun	t(d)a-nat	ေသနတ္
Basic Communication	to smoke, to drink	t(d)aut (te)	ေသာက္ (တယ္)
Basic Communication	Friday	t(d)aut-ca-nei	ေသာျကာေန႔
Basic Communication	yet	t(d)ei	ေသး
Basic Communication	ship	t(d)in-bo	သေဘၤာ
Basic Communication	sailor	t(d)in-bo-t(d)a	သေဘၤာသား
Basic Communication	port , whaft , harbor	t(d)in-bo-zeit	သေဘၤာဆိပ္
Basic Communication	blackboard	t(d)in-boun-ji	သင္ပုန္းျကီး
Basic Communication	tree	t(d)it-pin	သစ္ပင္
Basic Communication	key	t(d)o	ေသာ့
Basic Communication	padlock	t(d)o-ga-laut	ေသာ့ခေလာက္
Basic Communication	three	t(d)oun	သံုး
Basic Communication	they	t(d)u-do`u	သူတို႔
Basic Communication	he, she	t(d)u'	သူ
Basic Communication	his, him , her, hers	t(d)u`	သူ႔
Basic Communication	tooth	t(d)wa	သြား
Basic Communication	to go	t(d)wa (de)	သြားတယ္
Basic Communication	to brush the teeth	t(d)wa tait (te)	သြားတိုက္ (တယ္)
Basic Communication	other	ta-cha	တျခား
Basic Communication	happen to notice	ta-di-tha-mi-de	သတိထားမိတယ္။
Basic Communication	to remember	ta-di-ya-de	သတိရတယ္။
Basic Communication	sugar	ta-ja	သျကား။
Basic Communication	the day before yesterday	ta-nei-ga	တေန႔က
Basic Communication	Sunday	ta-nin-ga-nwei-nei	တနဂၤေႏြေန႔
Basic Communication	Monday	ta-nin-la-nei	တနလၤာေန႔
Basic Communication	a denomination of ten	ta-she-dan ta-ywet	တဆယ္တန္တရႊက္
Basic Communication	please	ta-sheit	တဆိပ္
Basic Communication	one thousand	ta-thaun	တေထာင္
Basic Communication	to be on duty , assigned	ta-wun-ca-de	တာဝန္က်တယ္
Basic Communication	officer in charge	ta-wun-gan a-ya-si	တာဝန္ခံအရာ႐ွိ
Basic Communication	one hundred	ta-ya	တရာ
Basic Communication	to be pleasant, beautiful	ta-ya-de	သာယာတယ္။
Basic Communication	Chinese	ta-yout	တ႐ုပ္
Basic Communication	one	ta, tit	တ/ တစ္
Basic Communication	country	tain-pyi	တိုင္းျပည္
Basic Communication	to shine , to polish	tait-te	တိုက္တယ္
Basic Communication	to fall in	tan-si(de)	တန္းစီ(တယ္)
Basic Communication	troop	tat	တပ္
Basic Communication	corporal	tat-cat	တပ္ၾကပ္
Basic Communication	sergerant	tat-cat-ci	တပ္ၾကပ္ႀကီး
Basic Communication	company	tat-khwe	တပ္ခြဲ
Basic Communication	company office	tat-khwe youn	တပ္ခြဲရံုး
Basic Communication	private (rank )	tat-t(d)a	တပ္သား
Basic Communication	recruit	tat-t(d)a-t(d)i	တပ္သားသစ္
Basic Communication	to know how , in the habit	tat-te	တတ္တယ္
Basic Communication	MP	tat-thein	တပ္ထိန္း
Basic Communication	battalion	tat-yin	တပ္ရင္း
Basic Communication	battalion commander	tat-yin-hmu	တပ္ရင္းမႉး
Basic Communication	to request, ask for	taun-de	ေတာင္းတယ္
Basic Communication	hill	taun-koun	ေတာင္ကုန္း
Basic Communication	want to drink	taut-chin-de	ေသာက္ခ်င္တယ္။
Basic Communication	plural noun affix	tei,dei	ေတြ
Basic Communication	very	teit	သိပ္။
Basic Communication	to begin (class, school, office , work )	tet	တက္
Basic Communication	dining room	tha-min-sa-gan	ထမင္းစားခန္း
Basic Communication	headquarters	tha-na-jout	ဌာနခ်ဳပ္
Basic Communication	verb affix (changes a verb to a noun )	tha,da	တာ
Basic Communication	to sit	thain (de)	ထိုင္(တယ္)
Basic Communication	only, just	the-be,de-be	ထဲဘဲ
